Source Plate,Source Plate Type,Source Well,Sample ID,Destination Plate Name,Destination Well,Transfer Volume,Sample Comment
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,F4,400,Actual concentration: 40.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,F5,600,Actual concentration: 60.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,F6,800,Actual concentration: 80.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,G3,200,Actual concentration: 20.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,G4,400,Actual concentration: 40.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,G5,600,Actual concentration: 60.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,G6,800,Actual concentration: 80.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,H3,200,Actual concentration: 20.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,H4,400,Actual concentration: 40.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,H5,600,Actual concentration: 60.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,H6,800,Actual concentration: 80.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,I3,200,Actual concentration: 20.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,I4,400,Actual concentration: 40.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,I5,600,Actual concentration: 60.00
Source[1],384PP_AQ_BP,E24,ATc,Nunc_384_black_glassbottom,I6,800,Actual concentration: 80.00
Source[1],384PP_AQ_BP,F12,Cavendish,Nunc_384_black_glassbottom,D2,100,Actual concentration: 1.00
Source[1],384PP_AQ_BP,F12,Cavendish,Nunc_384_black_glassbottom,D3,100,Actual concentration: 1.00
Source[1],384PP_AQ_BP,F12,Cavendish,Nunc_384_black_glassbottom,E2,100,Actual concentration: 1.00
Source[1],384PP_AQ_BP,F12,Cavendish,Nunc_384_black_glassbottom,E3,100,Actual concentration: 1.00
Source[1],384PP_AQ_BP,F16,Gros Michel,Nunc_384_black_glassbottom,F5,300,Actual concentration: 3.00
